ids,backscatter_diff_1,backscatter_diff_2,backscatter_diff_3,backscatter_diff_4,backscatter_diff_5,backscatter_diff_6,backscatter_diff_7,backscatter_diff_8,backscatter_diff_9,backscatter_diff_10,backscatter_diff_11,backscatter_diff_12,backscatter_diff_13,backscatter_diff_14,backscatter_diff_15,backscatter_diff_16,backscatter_diff_17,backscatter_diff_18,backscatter_diff_19,backscatter_diff_20,backscatter_diff_21,backscatter_diff_22,backscatter_diff_23,backscatter_diff_24,backscatter_diff_25,backscatter_diff_26,backscatter_diff_27,backscatter_diff_28,backscatter_diff_29,backscatter_diff_30,backscatter_diff_31,backscatter_diff_32,backscatter_diff_33,backscatter_diff_34,backscatter_diff_35,backscatter_diff_36,backscatter_diff_37,backscatter_diff_38,backscatter_diff_39,backscatter_diff_40,backscatter_diff_41,backscatter_diff_42,backscatter_diff_43,backscatter_diff_44,backscatter_diff_45,backscatter_diff_46,backscatter_diff_47,backscatter_diff_48,backscatter_diff_49,backscatter_diff_50,backscatter_diff_51,backscatter_diff_52,backscatter_diff_53,backscatter_diff_54,backscatter_diff_55,backscatter_diff_56,backscatter_diff_57,backscatter_diff_58,backscatter_diff_59,backscatter_diff_60,backscatter_diff_61,backscatter_diff_62,backscatter_diff_63,backscatter_diff_64,backscatter_diff_65,backscatter_diff_66,backscatter_diff_67,backscatter_diff_68,backscatter_diff_69,backscatter_diff_70,backscatter_diff_71,backscatter_diff_72,backscatter_diff_73,backscatter_diff_74,backscatter_diff_75,backscatter_diff_76,backscatter_diff_77,backscatter_diff_78,backscatter_diff_79,backscatter_diff_80,backscatter_diff_81,backscatter_diff_82,backscatter_diff_83,backscatter_diff_84,backscatter_diff_85,backscatter_diff_86,backscatter_diff_87,backscatter_diff_88,backscatter_diff_89,backscatter_diff_90,backscatter_diff_91,backscatter_diff_92,backscatter_diff_93,backscatter_diff_94,backscatter_diff_95,backscatter_diff_96,backscatter_diff_97,backscatter_diff_98,backscatter_diff_99,backscatter_diff_100,backscatter_diff_101,backscatter_diff_102,backscatter_diff_103,backscatter_diff_104,backscatter_diff_105,backscatter_diff_106,backscatter_diff_107,backscatter_diff_108,backscatter_diff_109,backscatter_diff_110,backscatter_diff_111,backscatter_diff_112,backscatter_diff_113,backscatter_diff_114,backscatter_diff_115,backscatter_diff_116,backscatter_diff_117,backscatter_diff_118,backscatter_diff_119,backscatter_diff_120,backscatter_diff_121,backscatter_diff_122,backscatter_diff_123,backscatter_diff_124,backscatter_diff_125,backscatter_diff_126,backscatter_diff_127,backscatter_diff_128,backscatter_diff_129,backscatter_diff_130,backscatter_diff_131,backscatter_diff_132,backscatter_diff_133,backscatter_diff_134,backscatter_diff_135,backscatter_diff_136,backscatter_diff_137,backscatter_diff_138,backscatter_diff_139,backscatter_diff_140,backscatter_diff_141,backscatter_diff_142,backscatter_diff_143,backscatter_diff_144,backscatter_diff_145,backscatter_diff_146,backscatter_diff_147,backscatter_diff_148,backscatter_diff_149,backscatter_diff_150,backscatter_diff_151,backscatter_diff_152,backscatter_diff_153,backscatter_diff_154,backscatter_diff_155,backscatter_diff_156,backscatter_diff_157,backscatter_diff_158,backscatter_diff_159,backscatter_diff_160,backscatter_diff_161,backscatter_diff_162,backscatter_diff_163,backscatter_diff_164,backscatter_diff_165,backscatter_diff_166,backscatter_diff_167,backscatter_diff_168,backscatter_diff_169,backscatter_diff_170,backscatter_diff_171,backscatter_diff_172,backscatter_diff_173,backscatter_diff_174,backscatter_diff_175,backscatter_diff_176,backscatter_diff_177,backscatter_diff_178,backscatter_diff_179,backscatter_diff_180,backscatter_diff_181,backscatter_diff_182,backscatter_diff_183,backscatter_diff_184,backscatter_diff_185,backscatter_diff_186,backscatter_diff_187,backscatter_diff_188,backscatter_diff_189,backscatter_diff_190,backscatter_diff_191,backscatter_diff_192,backscatter_diff_193,backscatter_diff_194,backscatter_diff_195,backscatter_diff_196,backscatter_diff_197,backscatter_diff_198,backscatter_diff_199,backscatter_diff_200,backscatter_diff_201,backscatter_diff_202,backscatter_diff_203,backscatter_diff_204,backscatter_diff_205,backscatter_diff_206,backscatter_diff_207,backscatter_diff_208,backscatter_diff_209,backscatter_diff_210,backscatter_diff_211,backscatter_diff_212,backscatter_diff_213,backscatter_diff_214,backscatter_diff_215,backscatter_diff_216,backscatter_diff_217,backscatter_diff_218,backscatter_diff_219,backscatter_diff_220,backscatter_diff_221,backscatter_diff_222,backscatter_diff_223,backscatter_diff_224,backscatter_diff_225,backscatter_diff_226,backscatter_diff_227,backscatter_diff_228,backscatter_diff_229,backscatter_diff_230,backscatter_diff_231,backscatter_diff_232,backscatter_diff_233,backscatter_diff_234,backscatter_diff_235,backscatter_diff_236,backscatter_diff_237,backscatter_diff_238,backscatter_diff_239,backscatter_diff_240,backscatter_diff_241,backscatter_diff_242,backscatter_diff_243,backscatter_diff_244,backscatter_diff_245,backscatter_diff_246,backscatter_diff_247,backscatter_diff_248,backscatter_diff_249,backscatter_diff_250,backscatter_diff_251,backscatter_diff_252,backscatter_diff_253,backscatter_diff_254,backscatter_diff_255,backscatter_diff_256,backscatter_diff_257,backscatter_diff_258,backscatter_diff_259,backscatter_diff_260,backscatter_diff_261,backscatter_diff_262,backscatter_diff_263,backscatter_diff_264,backscatter_diff_265,backscatter_diff_266,backscatter_diff_267,backscatter_diff_268,backscatter_diff_269,backscatter_diff_270,backscatter_diff_271,backscatter_diff_272,backscatter_diff_273,backscatter_diff_274,backscatter_diff_275,backscatter_diff_276,backscatter_diff_277,backscatter_diff_278,backscatter_diff_279,backscatter_diff_280,backscatter_diff_281,backscatter_diff_282,backscatter_diff_283,backscatter_diff_284,backscatter_diff_285,backscatter_diff_286,backscatter_diff_287,backscatter_diff_288,backscatter_diff_289,backscatter_diff_290,backscatter_diff_291,backscatter_diff_292,backscatter_diff_293,backscatter_diff_294,backscatter_diff_295,backscatter_diff_296,backscatter_diff_297,backscatter_diff_298,backscatter_diff_299,backscatter_diff_300,backscatter_diff_301,backscatter_diff_302,backscatter_diff_303,backscatter_diff_304,backscatter_diff_305,backscatter_diff_306,backscatter_diff_307,backscatter_diff_308,backscatter_diff_309,backscatter_diff_310,backscatter_diff_311,backscatter_diff_312,backscatter_diff_313,backscatter_diff_314,backscatter_diff_315,backscatter_diff_316,backscatter_diff_317,backscatter_diff_318,backscatter_diff_319,backscatter_diff_320,backscatter_diff_321,backscatter_diff_322,backscatter_diff_323,backscatter_diff_324,backscatter_diff_325,backscatter_diff_326,backscatter_diff_327,backscatter_diff_328,backscatter_diff_329,backscatter_diff_330,backscatter_diff_331,backscatter_diff_332,backscatter_diff_333,backscatter_diff_334,backscatter_diff_335,backscatter_diff_336,backscatter_diff_337,backscatter_diff_338,backscatter_diff_339,backscatter_diff_340,backscatter_diff_341,backscatter_diff_342,backscatter_diff_343,backscatter_diff_344,backscatter_diff_345,backscatter_diff_346,backscatter_diff_347,backscatter_diff_348,backscatter_diff_349,backscatter_diff_350,backscatter_diff_351,backscatter_diff_352,backscatter_diff_353,backscatter_diff_354,backscatter_diff_355,backscatter_diff_356,backscatter_diff_357,backscatter_diff_358,backscatter_diff_359,backscatter_diff_360,backscatter_diff_361,backscatter_diff_362,backscatter_diff_363,backscatter_diff_364,backscatter_diff_365,label
CW2019_1816,-2.717880244,-2.717880244,-2.51329949,-2.488438909,-2.488438909,-2.488438909,-2.62292232,-2.62292232,-2.550528458,-2.548931223,-2.548931223,-2.548931223,-2.53499693,-2.53499693,-2.52043576,-2.436154016,-2.436154016,-2.436154016,-2.403904048,-2.403904048,-2.377300454,-2.294777118,-2.294777118,-2.294777118,-2.190537359,-2.190537359,-2.190214866,-2.14343573,-2.14343573,-2.14343573,-2.037542573,-2.037542573,-2.016917936,-1.990631341,-1.889916223,-1.889916223,-1.856769285,-1.856769285,-1.799895069,-1.767650186,-1.767650186,-1.767650186,-1.770752051,-1.770752051,-1.679422895,-1.644524205,-1.645473699,-1.645473699,-1.660691384,-1.660691384,-1.617670308,-1.616240574,-1.616240574,-1.616240574,-1.575041676,-1.575041676,-1.618610561,-1.59722255,-1.648047647,-1.648047647,-1.569847614,-1.569847614,-1.563324763,-1.529459808,-1.529459808,-1.529459808,-1.523726792,-1.523726792,-1.521276423,-1.503190335,-1.503190335,-1.503190335,-1.485631488,-1.485631488,-1.493023949,-1.445764767,-1.445764767,-1.445764767,-1.357003865,-1.357003865,-1.329399861,-1.293958006,-1.293958006,-1.293958006,-1.233603729,-1.233603729,-1.195710719,-1.189950877,-1.15161553,-1.15161553,-1.129206164,-1.129206164,-1.081182618,-1.069789262,-1.069789262,-1.069789262,-1.021076472,-1.021076472,-1.000427727,-1.017478151,-0.977966158,-0.977966158,-0.960805566,-0.960805566,-0.950645943,-0.954977766,-0.954977766,-0.954977766,-0.961241925,-0.961241925,-0.932063517,-0.890541939,-0.902968123,-0.902968123,-0.885074034,-0.885074034,-0.865335636,-0.849852506,-0.849852506,-0.849852506,-0.794534866,-0.794534866,-0.835051858,-0.812163098,-0.759210271,-0.759210271,-0.700113233,-0.700113233,-0.645088374,-0.55586249,-0.55586249,-0.55586249,-0.390648255,-0.390648255,-0.20577605,0.004915102,0.065956451,0.065956451,0.063330509,0.063330509,0.186787937,0.196046989,0.196046989,0.196046989,-0.03505066,-0.03505066,-0.363914788,-0.861785755,-0.861785755,-0.861785755,-1.162343384,-1.162343384,-1.511414656,-2.404895576,-2.404895576,-2.404895576,-2.629865705,-2.629865705,-3.176345075,-3.74722773,-3.74722773,-3.74722773,-4.549686873,-4.549686873,-4.549686873,-5.321008203,-5.321008203,-5.321008203,-6.273854153,-6.273854153,-6.727025451,-7.387383686,-7.387383686,-7.387383686,-7.688550016,-7.688550016,-7.375788743,-7.001671771,-7.001671771,-7.001671771,-6.925781708,-6.925781708,-7.061988523,-6.886387322,-6.886387322,-6.886387322,-6.962353913,-6.962353913,-7.127342325,-7.67600543,-7.67600543,-7.67600543,-8.006387174,-8.006387174,-8.032249199,-8.486872578,-8.486872578,-8.486872578,-8.49361946,-8.49361946,-8.195917097,-8.017910707,-8.017910707,-8.017910707,-7.832566014,-7.832566014,-7.711601523,-7.326608896,-7.326608896,-7.326608896,-7.327108732,-7.327108732,-7.403472809,-8.049459989,-8.049459989,-8.049459989,-7.550045041,-7.550045041,-7.114299389,-6.578139025,-6.578139025,-6.578139025,-6.200460056,-6.200460056,-6.009077974,-4.664607341,-4.664607341,-4.664607341,-4.578623952,-4.578623952,-4.071058874,-3.643338872,-3.643338872,-3.643338872,-3.027646522,-3.027646522,-2.532984481,-2.086963709,-2.086963709,-2.086963709,-2.178689836,-2.178689836,-2.23275095,-2.143632931,-2.143632931,-2.143632931,-1.910506237,-1.910506237,-1.71058516,-1.53018396,-1.53018396,-1.53018396,-1.000671595,-1.000671595,-0.838975246,-0.696821123,-0.696821123,-0.696821123,-0.685803518,-0.685803518,-0.730340013,-0.735427015,-0.735427015,-0.735427015,-0.695566855,-0.695566855,-0.650024744,-0.554091114,-0.554091114,-0.554091114,-0.54206886,-0.54206886,-0.526331821,-0.476701899,-0.476701899,-0.476701899,-0.515948147,-0.515948147,-0.504756823,-0.65960023,-0.65960023,-0.65960023,-0.560281935,-0.560281935,-0.633812301,-0.797339727,-0.797339727,-0.797339727,-0.92331866,-0.92331866,-1.086807044,-1.130241544,-1.130241544,-1.130241544,-1.310834807,-1.310834807,-1.365098682,-1.364784414,-1.364784414,-1.364784414,-1.375196893,-1.375196893,-1.435776615,-1.46305071,-1.46305071,-1.46305071,-1.456958878,-1.456958878,-1.452911827,-1.500277364,-1.500277364,-1.500277364,-1.480923755,-1.480923755,-1.425291368,-1.482034393,-1.482034393,-1.482034393,-1.460675946,-1.460675946,-1.509564697,-1.480012019,-1.480012019,-1.480012019,-1.488115604,-1.488115604,-1.496260766,-1.511643054,-1.511643054,-1.511643054,-1.566392195,-1.566392195,-1.50553812,-1.474567869,-1.474567869,-1.474567869,-1.475753175,-1.475753175,-1.471206944,-1.422460921,-1.422460921,-1.422460921,-1.37057536,-1.37057536,-1.341118778,-1.31473153,-1.31473153,-1.31473153,-1.279609183,-1.279609183,-1.249833961,-1.138931594,-1.138931594,-1.138931594,-1.073148896,-1.073148896,-1.080148735,-1.095542046,-1.095542046,-1.095542046,-0.949654632,-0.949654632,-0.989161477,-1.12385616,-1.12385616,refreeze
NE2019_4688,-1.319329924,-1.319329924,-1.319329924,-1.319329924,-1.319329924,-1.27505589,-1.177614858,-1.177614858,-1.177614858,-1.177614858,-1.177614858,-0.927908297,-1.160923192,-1.160923192,-1.160923192,-1.160923192,-1.160923192,-1.086958879,-1.307514327,-1.307514327,-1.307514327,-1.307514327,-1.307514327,-1.352892672,-1.32478637,-1.32478637,-1.32478637,-1.32478637,-1.32478637,-1.469498304,-1.574608837,-1.574608837,-1.574608837,-1.574608837,-1.574608837,-2.01956145,-1.7910529,-1.7910529,-1.7910529,-1.7910529,-1.7910529,-1.502052393,-1.465596817,-1.465596817,-1.465596817,-1.465596817,-1.465596817,-1.53525854,-1.704822603,-1.704822603,-1.704822603,-1.704822603,-1.704822603,-1.970161055,-1.964103857,-1.964103857,-1.964103857,-1.964103857,-1.964103857,-1.85488241,-1.938520807,-1.938520807,-1.938520807,-1.938520807,-1.938520807,-1.823131684,-1.881977864,-1.881977864,-1.881977864,-1.881977864,-1.881977864,-1.821361785,-1.908702472,-1.908702472,-1.908702472,-1.908702472,-1.908702472,-1.988017108,-1.906431545,-1.906431545,-1.906431545,-1.906431545,-1.906431545,-1.949954037,-1.773575898,-1.773575898,-1.773575898,-1.773575898,-1.773575898,-1.752795487,-2.109378554,-2.109378554,-2.109378554,-2.109378554,-2.109378554,-1.982529106,-2.444801886,-2.444801886,-2.444801886,-2.444801886,-2.444801886,-2.639359702,-2.436423338,-2.436423338,-2.436423338,-2.436423338,-2.436423338,-2.528117715,-2.527301022,-2.527301022,-2.527301022,-2.527301022,-2.527301022,-2.24747944,-2.55875093,-2.55875093,-2.55875093,-2.55875093,-2.55875093,-2.657837173,-2.400435788,-2.400435788,-2.400435788,-2.400435788,-2.400435788,-2.327617931,-2.282382918,-2.282382918,-2.282382918,-2.282382918,-2.282382918,-2.195374151,-2.131256665,-2.131256665,-2.131256665,-2.131256665,-2.131256665,-2.235740336,-2.130391067,-2.130391067,-2.130391067,-2.130391067,-2.130391067,-2.385267616,-2.398174181,-2.398174181,-2.398174181,-2.398174181,-2.398174181,-2.335718767,-2.341491712,-2.341491712,-2.341491712,-2.341491712,-2.341491712,-2.333419407,-2.287166009,-2.287166009,-2.287166009,-2.287166009,-2.287166009,-2.749652762,-2.996952626,-2.996952626,-2.996952626,-2.996952626,-2.996952626,-3.505900489,-3.852298626,-3.852298626,-3.852298626,-3.852298626,-3.852298626,-3.589930163,-2.883007046,-2.883007046,-2.883007046,-2.883007046,-2.883007046,-2.71668292,-2.372958582,-2.372958582,-2.372958582,-2.372958582,-2.372958582,-2.785677888,-3.201291757,-3.201291757,-3.201291757,-3.201291757,-3.201291757,-3.298233082,-3.516418099,-3.516418099,-3.516418099,-3.516418099,-3.516418099,-4.10147983,-4.318265724,-4.318265724,-4.318265724,-4.318265724,-4.318265724,-4.669352021,-5.105339429,-5.105339429,-5.105339429,-5.105339429,-5.105339429,-6.121635393,-6.770415771,-6.770415771,-6.770415771,-6.770415771,-6.770415771,-7.584721232,-6.725314794,-6.725314794,-6.725314794,-6.725314794,-6.725314794,-6.533935628,-6.100579043,-6.100579043,-6.100579043,-6.100579043,-6.100579043,-3.169789053,-1.712790954,-1.712790954,-1.712790954,-1.712790954,-1.712790954,1.689466975,4.110784029,4.110784029,4.110784029,4.110784029,4.110784029,4.607414519,4.964999179,4.964999179,4.964999179,4.964999179,4.964999179,4.845158642,4.533301531,4.533301531,4.533301531,4.533301531,4.533301531,3.930291855,3.285263154,3.285263154,3.285263154,3.285263154,3.285263154,2.991436775,2.450963122,2.450963122,2.450963122,2.450963122,2.450963122,2.29143681,2.090323073,2.090323073,2.090323073,2.090323073,2.090323073,2.098528718,2.147641645,2.147641645,2.147641645,2.147641645,2.147641645,2.27007314,2.200900578,2.200900578,2.200900578,2.200900578,2.200900578,2.111617086,2.138034307,2.138034307,2.138034307,2.138034307,2.138034307,1.974793871,1.946897645,1.946897645,1.946897645,1.946897645,1.946897645,1.907721335,1.774938602,1.774938602,1.774938602,1.774938602,1.774938602,1.858306345,1.90159289,1.90159289,1.90159289,1.90159289,1.90159289,1.880329085,1.890622666,1.890622666,1.890622666,1.890622666,1.890622666,1.76545828,1.864797752,1.864797752,1.864797752,1.864797752,1.864797752,2.02838286,2.136084192,2.136084192,2.136084192,2.136084192,2.136084192,2.235798574,2.154183257,2.154183257,2.154183257,2.154183257,2.154183257,2.032013461,2.043599878,2.043599878,2.043599878,2.043599878,2.043599878,2.099258872,2.0797234,2.0797234,2.0797234,2.0797234,2.0797234,2.120688503,1.985617773,1.985617773,1.985617773,1.985617773,1.985617773,2.104191095,1.935106382,1.935106382,1.935106382,1.935106382,1.935106382,2.015453266,1.983676404,1.983676404,1.983676404,1.983676404,1.983676404,1.708695763,2.047546106,2.047546106,2.047546106,2.047546106,2.047546106,refreeze
NE2019_5737,-1.352209018,-1.352209018,-1.352209018,-1.352209018,-1.352209018,-1.352209018,-1.2453095,-1.2453095,-1.2453095,-1.2453095,-1.2453095,-1.2453095,-1.176491125,-1.176491125,-1.176491125,-1.176491125,-1.176491125,-1.176491125,-1.317861404,-1.317861404,-1.317861404,-1.317861404,-1.317861404,-1.317861404,-1.457996976,-1.457996976,-1.457996976,-1.457996976,-1.457996976,-1.457996976,-1.473586311,-1.473586311,-1.473586311,-1.473586311,-1.473586311,-1.473586311,-1.368822316,-1.368822316,-1.368822316,-1.368822316,-1.368822316,-1.368822316,-1.409622239,-1.409622239,-1.409622239,-1.409622239,-1.409622239,-1.409622239,-1.552119474,-1.552119474,-1.552119474,-1.552119474,-1.552119474,-1.552119474,-1.4850897,-1.4850897,-1.4850897,-1.4850897,-1.4850897,-1.4850897,-1.429205912,-1.429205912,-1.429205912,-1.429205912,-1.429205912,-1.429205912,-1.372255232,-1.372255232,-1.372255232,-1.372255232,-1.372255232,-1.372255232,-1.541355671,-1.541355671,-1.541355671,-1.541355671,-1.541355671,-1.541355671,-1.8104427,-1.8104427,-1.8104427,-1.8104427,-1.8104427,-1.8104427,-1.635937809,-1.635937809,-1.635937809,-1.635937809,-1.635937809,-1.635937809,-1.722765732,-1.722765732,-1.722765732,-1.722765732,-1.722765732,-1.722765732,-1.700250104,-1.700250104,-1.700250104,-1.700250104,-1.700250104,-1.700250104,-1.946572602,-1.946572602,-1.946572602,-1.946572602,-1.946572602,-1.946572602,-2.066316407,-2.066316407,-2.066316407,-2.066316407,-2.066316407,-2.066316407,-2.012757987,-2.012757987,-2.012757987,-2.012757987,-2.012757987,-2.012757987,-2.1113112,-2.1113112,-2.1113112,-2.1113112,-2.1113112,-2.1113112,-2.021228887,-2.021228887,-2.021228887,-2.021228887,-2.021228887,-2.021228887,-1.928887483,-1.928887483,-1.928887483,-1.928887483,-1.928887483,-1.928887483,-2.631638583,-2.631638583,-2.631638583,-2.631638583,-2.631638583,-2.631638583,-4.010190546,-4.010190546,-4.010190546,-4.010190546,-4.010190546,-4.010190546,-3.884507241,-3.884507241,-3.884507241,-3.884507241,-3.884507241,-3.884507241,-3.357297169,-3.357297169,-3.357297169,-3.357297169,-3.357297169,-3.357297169,-6.311427338,-6.311427338,-6.311427338,-6.311427338,-6.311427338,-6.311427338,-5.019496818,-5.019496818,-5.019496818,-5.019496818,-5.019496818,-5.019496818,-3.506318469,-3.506318469,-3.506318469,-3.506318469,-3.506318469,-3.506318469,-2.742109848,-2.742109848,-2.742109848,-2.742109848,-2.742109848,-2.742109848,-1.825520983,-1.825520983,-1.825520983,-1.825520983,-1.825520983,-1.825520983,-2.514657543,-2.514657543,-2.514657543,-2.514657543,-2.514657543,-2.514657543,-3.296342227,-3.296342227,-3.296342227,-3.296342227,-3.296342227,-3.296342227,-3.081100835,-3.081100835,-3.081100835,-3.081100835,-3.081100835,-3.081100835,-4.196571654,-4.196571654,-4.196571654,-4.196571654,-4.196571654,-4.196571654,-5.54114418,-5.54114418,-5.54114418,-5.54114418,-5.54114418,-5.54114418,-2.687319593,-2.687319593,-2.687319593,-2.687319593,-2.687319593,-2.687319593,1.013310805,1.013310805,1.013310805,1.013310805,1.013310805,1.013310805,2.438276237,2.438276237,2.438276237,2.438276237,2.438276237,2.438276237,3.083262898,3.083262898,3.083262898,3.083262898,3.083262898,3.083262898,3.262773995,3.262773995,3.262773995,3.262773995,3.262773995,3.262773995,3.325184079,3.325184079,3.325184079,3.325184079,3.325184079,3.325184079,2.877286831,2.877286831,2.877286831,2.877286831,2.877286831,2.877286831,2.787978738,2.787978738,2.787978738,2.787978738,2.787978738,2.787978738,2.897036027,2.897036027,2.897036027,2.897036027,2.897036027,2.897036027,3.247554586,3.247554586,3.247554586,3.247554586,3.247554586,3.247554586,3.669219537,3.669219537,3.669219537,3.669219537,3.669219537,3.669219537,3.826563194,3.826563194,3.826563194,3.826563194,3.826563194,3.826563194,3.828059721,3.828059721,3.828059721,3.828059721,3.828059721,3.828059721,3.90463726,3.90463726,3.90463726,3.90463726,3.90463726,3.90463726,3.960019426,3.960019426,3.960019426,3.960019426,3.960019426,3.960019426,3.766528636,3.766528636,3.766528636,3.766528636,3.766528636,3.766528636,3.358870419,3.358870419,3.358870419,3.358870419,3.358870419,3.358870419,3.101096084,3.101096084,3.101096084,3.101096084,3.101096084,3.101096084,2.991256929,2.991256929,2.991256929,2.991256929,2.991256929,2.991256929,2.873998424,2.873998424,2.873998424,2.873998424,2.873998424,2.873998424,2.94706457,2.94706457,2.94706457,2.94706457,2.94706457,2.94706457,3.247957157,3.247957157,3.247957157,3.247957157,3.247957157,3.247957157,3.121004647,3.121004647,3.121004647,3.121004647,3.121004647,3.121004647,2.807038218,2.807038218,2.807038218,2.807038218,2.807038218,refreeze
SW2019_1021,0.4040105,0.4040105,0.4040105,0.509733842,0.509733842,0.509733842,0.582738638,0.582738638,0.582738638,0.52653069,0.52653069,0.52653069,0.743842731,0.743842731,0.743842731,0.791919108,0.791919108,0.791919108,0.701008736,0.701008736,0.701008736,0.726398762,0.726398762,0.726398762,0.736431403,0.736431403,0.736431403,0.701881076,0.701881076,0.701881076,0.646355492,0.646355492,0.646355492,0.621959708,0.572842231,0.572842231,0.454657566,0.454657566,0.454657566,0.385462559,0.385462559,0.385462559,0.403041589,0.403041589,0.403041589,0.406721029,0.512590181,0.512590181,0.607703096,0.607703096,0.607703096,0.698561477,0.698561477,0.698561477,0.714260519,0.714260519,0.714260519,0.778767575,0.747029947,0.747029947,0.691017233,0.691017233,0.691017233,0.719043213,0.719043213,0.719043213,0.707321041,0.707321041,0.707321041,0.723032627,0.723032627,0.723032627,0.795795096,0.795795096,0.795795096,0.770483468,0.770483468,0.770483468,0.837670488,0.837670488,0.837670488,0.834361766,0.834361766,0.834361766,0.813044654,0.813044654,0.813044654,0.883791472,0.948971682,0.948971682,0.967288515,0.967288515,0.967288515,1.046540304,1.046540304,1.046540304,1.080447589,1.080447589,1.080447589,1.075703295,1.034779217,1.034779217,0.988951612,0.988951612,0.988951612,0.903596621,0.903596621,0.903596621,0.901758597,0.901758597,0.901758597,0.884831679,0.851807741,0.851807741,0.90158084,0.90158084,0.90158084,0.831891829,0.831891829,0.831891829,0.852106408,0.852106408,0.852106408,0.720776174,0.636206599,0.636206599,0.533016966,0.533016966,0.533016966,0.467157294,0.467157294,0.467157294,0.328299538,0.328299538,0.328299538,0.357102353,0.342101799,0.342101799,0.321837142,0.321837142,0.321837142,0.348915107,0.348915107,0.348915107,0.471594481,0.471594481,0.471594481,0.165078348,0.165078348,0.165078348,-0.45929103,-0.45929103,-0.45929103,-1.242343421,-1.242343421,-1.242343421,-1.880270313,-1.880270313,-1.880270313,-2.426375303,-2.426375303,-2.426375303,-2.930303243,-2.930303243,-2.930303243,-3.777714829,-3.777714829,-3.777714829,-4.545532059,-4.545532059,-4.545532059,-5.674028189,-5.674028189,-5.674028189,-6.557178894,-6.557178894,-6.557178894,-7.420580106,-7.420580106,-7.420580106,-8.335616417,-8.335616417,-8.335616417,-8.441980843,-8.441980843,-8.441980843,-9.017597537,-9.017597537,-9.017597537,-8.655383617,-8.655383617,-8.655383617,-8.718256471,-8.718256471,-8.718256471,-8.989123924,-8.989123924,-8.989123924,-8.935790639,-8.935790639,-8.935790639,-9.110413878,-9.110413878,-9.110413878,-9.041466853,-9.041466853,-9.041466853,-8.63714504,-8.63714504,-8.63714504,-8.475218659,-8.475218659,-8.475218659,-8.736738866,-8.736738866,-8.736738866,-8.893127848,-8.893127848,-8.893127848,-9.291719063,-9.291719063,-9.291719063,-8.884396166,-8.884396166,-8.884396166,-8.277709912,-8.277709912,-8.277709912,-7.653371053,-7.653371053,-7.653371053,-6.227151497,-6.227151497,-6.227151497,-4.925644781,-4.925644781,-4.925644781,-3.748653591,-3.748653591,-3.748653591,-2.829900016,-2.829900016,-2.829900016,-2.236083099,-2.236083099,-2.236083099,-1.710165173,-1.710165173,-1.710165173,-1.298347286,-1.298347286,-1.298347286,-0.511714453,-0.511714453,-0.511714453,-0.553317321,-0.553317321,-0.553317321,-0.477315408,-0.477315408,-0.477315408,-0.467697793,-0.467697793,-0.467697793,-0.488061417,-0.488061417,-0.488061417,-0.355934939,-0.355934939,-0.355934939,-0.277872725,-0.277872725,-0.277872725,-0.087406001,-0.087406001,-0.087406001,-0.001821095,-0.001821095,-0.001821095,0.094125731,0.094125731,0.094125731,0.063304222,0.063304222,0.063304222,0.062165094,0.062165094,0.062165094,0.066086665,0.066086665,0.066086665,0.093078814,0.093078814,0.093078814,0.103416826,0.103416826,0.103416826,0.113062585,0.113062585,0.113062585,0.100137911,0.100137911,0.100137911,0.157207915,0.157207915,0.157207915,0.12173724,0.12173724,0.12173724,0.108851233,0.108851233,0.108851233,0.053643673,0.053643673,0.053643673,-0.101328394,-0.101328394,-0.101328394,-0.162243226,-0.162243226,-0.162243226,-0.031748823,-0.031748823,-0.031748823,-0.019474553,-0.019474553,-0.019474553,0.207268831,0.207268831,0.207268831,0.32520186,0.32520186,0.32520186,0.464506994,0.464506994,0.464506994,0.502935405,0.502935405,0.502935405,0.50442497,0.50442497,0.50442497,0.502381597,0.502381597,0.502381597,0.453556251,0.453556251,0.453556251,0.438956931,0.438956931,0.438956931,0.450238108,0.450238108,0.450238108,0.501454844,0.501454844,0.501454844,0.504952393,0.504952393,0.504952393,0.588064001,0.588064001,0.588064001,0.572380337,0.572380337,refreeze
